"config_mistura","tipo_mistura","alpha","repeticao","proporcao_pool","n_real","n_syn","n_total_treino","correlacao","RMSE","MAE","slope_calibracao","media_lambda","sd_lambda"
"beta_alpha_0.4","beta",0.4,27,0.5,551,552,1103,0.503721942506154,658.116367294265,522.382570892324,0.443958007456181,0.508917074066212,0.372568937841114
"beta_alpha_0.4","beta",0.4,28,0.5,551,552,1103,0.496758439996944,679.269371207086,542.600993448446,0.463245431671056,0.493092658797615,0.371091760864535
"beta_alpha_0.4","beta",0.4,29,0.5,551,552,1103,0.456892779337406,670.072916613337,535.173079250379,0.425498464156972,0.466990352953468,0.377429049404983
"beta_alpha_0.4","beta",0.4,30,0.5,551,552,1103,0.374259769764007,718.289809613458,563.019209447178,0.334319089569039,0.501699462776972,0.369522161495333
"beta_alpha_0.4","beta",0.4,1,0.75,827,276,1103,0.634044932087249,493.237385236629,387.461138851867,0.894343687946117,0.4971445468944,0.372802401394695
"beta_alpha_0.4","beta",0.4,2,0.75,827,276,1103,0.642720032387242,471.27794112473,374.022802134722,0.884411194627703,0.524871892961132,0.377096714761419
"beta_alpha_0.4","beta",0.4,3,0.75,827,276,1103,0.713139231046138,431.051927334371,342.271406375302,0.985211057967449,0.50348673139028,0.381898806509903
"beta_alpha_0.4","beta",0.4,4,0.75,827,276,1103,0.661384606941541,504.058548796742,396.421563888886,0.867668471953147,0.473386297065121,0.36647167770103
"beta_alpha_0.4","beta",0.4,5,0.75,827,276,1103,0.622570254380881,509.400258999598,419.147032511098,0.823807559820292,0.498599546332048,0.376364784478258
"beta_alpha_0.4","beta",0.4,6,0.75,827,276,1103,0.612363424465299,481.985135847853,382.901250350579,0.761446825621739,0.51287490528254,0.363864281106592
"beta_alpha_0.4","beta",0.4,7,0.75,827,276,1103,0.638776408187204,499.294127762911,403.344794255129,0.87417466339364,0.539575365017863,0.379888212030499
"beta_alpha_0.4","beta",0.4,8,0.75,827,276,1103,0.654721490159593,472.95096921328,379.335536304856,0.943876235010252,0.488461586714012,0.37994211404722
"beta_alpha_0.4","beta",0.4,9,0.75,827,276,1103,0.605727953116395,493.381194267435,395.009507367937,0.738269572875764,0.537764364225088,0.371937889741251
"beta_alpha_0.4","beta",0.4,10,0.75,827,276,1103,0.605923105408573,498.126440137247,398.457380685797,0.798866940028599,0.50609593906249,0.372759381415737
"beta_alpha_0.4","beta",0.4,11,0.75,827,276,1103,0.677613047992985,474.238871953641,372.67745885242,0.894629457409624,0.49726823525628,0.384831747067614
"beta_alpha_0.4","beta",0.4,12,0.75,827,276,1103,0.60523852964112,494.473008107655,381.94728286141,0.808404509657995,0.471277786120587,0.372206182630187
"beta_alpha_0.4","beta",0.4,13,0.75,827,276,1103,0.67093568319392,463.998397525317,370.507795318657,0.880271484001834,0.515190596557071,0.370776948788015
"beta_alpha_0.4","beta",0.4,14,0.75,827,276,1103,0.641390656923029,480.486699429227,376.51275811379,0.793521868420101,0.467480323121339,0.375797167051773
"beta_alpha_0.4","beta",0.4,15,0.75,827,276,1103,0.600386517948012,488.778782000187,394.111285063984,0.82377738451217,0.48484780803471,0.377496200279273
"beta_alpha_0.4","beta",0.4,16,0.75,827,276,1103,0.673636122251018,465.282120211231,360.013647645988,0.928892076525421,0.523014043864546,0.369964552303724
"beta_alpha_0.4","beta",0.4,17,0.75,827,276,1103,0.640301319240385,496.536587604498,394.495701106689,0.836003560221799,0.492431243644569,0.37545183320528
"beta_alpha_0.4","beta",0.4,18,0.75,827,276,1103,0.606345158592424,488.556798401606,401.770927614668,0.745379858614528,0.513815410809445,0.376237218420425
"beta_alpha_0.4","beta",0.4,19,0.75,827,276,1103,0.633703009027736,481.878385296797,377.594795055863,0.854417327889207,0.549317031907144,0.385327306551898
"beta_alpha_0.4","beta",0.4,20,0.75,827,276,1103,0.6291192179158,507.241688378572,389.930784358345,0.80345714465898,0.509951912554116,0.375284282016475
"beta_alpha_0.4","beta",0.4,21,0.75,827,276,1103,0.659664015214544,470.490696106825,367.196349030072,0.91770717523875,0.453743958589208,0.366624533920678
"beta_alpha_0.4","beta",0.4,22,0.75,827,276,1103,0.647978002456438,468.365183348568,375.925674081249,0.791794372483147,0.51001868615463,0.376936879360557
"beta_alpha_0.4","beta",0.4,23,0.75,827,276,1103,0.596110452535147,500.868997586291,404.601104062225,0.784660680070131,0.473985142859893,0.376664552116409
"beta_alpha_0.4","beta",0.4,24,0.75,827,276,1103,0.595459565755634,490.686459869908,385.94315954132,0.826781907160054,0.459218555079256,0.377973064197795
"beta_alpha_0.4","beta",0.4,25,0.75,827,276,1103,0.632058198988794,492.601822691451,381.378681340513,0.902693703072623,0.453295094481874,0.372838999637041
"beta_alpha_0.4","beta",0.4,26,0.75,827,276,1103,0.54843315691019,526.316251758987,422.735261549554,0.735327947006981,0.495346551894763,0.369287197082896
"beta_alpha_0.4","beta",0.4,27,0.75,827,276,1103,0.698727130731161,440.389265885644,342.299712573722,0.940507257691223,0.492284755313425,0.378318184715067
"beta_alpha_0.4","beta",0.4,28,0.75,827,276,1103,0.633305976345903,510.760517868921,401.321940954567,0.84259387183746,0.5288986342731,0.375033546129023
"beta_alpha_0.4","beta",0.4,29,0.75,827,276,1103,0.635211343128211,489.511540719733,378.267541199945,0.773841019115095,0.457181719317125,0.353105015406906
"beta_alpha_0.4","beta",0.4,30,0.75,827,276,1103,0.577763082175114,501.164393404041,403.303970964096,0.738949476140717,0.485363805287564,0.374580565948294
